item_ID,title,original_language,runtime,release_date,budget,revenue,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Foreign,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_TV Movie,Genre_Thriller,Genre_War,Genre_Western
147,The 400 Blows,fr,99.0,1959-05-04,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,Light of Day,en,107.0,1987-02-06,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3526,Frances,en,140.0,1982-12-03,0,5000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,The Sixth Sense,en,107.0,1999-08-06,40000000,672806292.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
913,The Thomas Crown Affair,en,113.0,1999-08-06,48000000,124305181.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
912,The Thomas Crown Affair,en,102.0,1968-06-19,4300000,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1911,The 13th Warrior,en,102.0,1999-08-27,160000000,61698899.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6373,The Very Thought of You,en,88.0,1998-05-08,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,American Beauty,en,122.0,1999-09-15,15000000,356296601.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,Sommersby,en,109.0,1993-02-05,0,140081992.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
535,Flashdance,en,95.0,1983-04-14,4000000,92921203.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2731,Indochine,fr,148.0,1992-04-15,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
550,Fight Club,en,139.0,1999-10-15,63000000,100853753.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,Fever Pitch,en,102.0,1997-04-04,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709,Licence to Kill,en,133.0,1989-07-07,32000000,156167015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
253,Live and Let Die,en,121.0,1973-07-05,7000000,161777836.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
492,Being John Malkovich,en,112.0,1999-09-30,13000000,22863596.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,The Bachelor,en,101.0,1999-11-05,51000000,36911617.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,Re-Animator,en,86.0,1985-10-18,900000,2023414.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2690,Irma la Douce,en,135.0,1963-06-04,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
596,The Grapes of Wrath,en,129.0,1940-03-15,750000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
293,A River Runs Through It,en,123.0,1992-10-09,0,43440294.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,The Green Mile,en,189.0,1999-12-10,60000000,284600000.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
926,Galaxy Quest,en,102.0,1999-12-23,45000000,90683916.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1213,The Talented Mr. Ripley,en,139.0,1999-12-25,40000000,128798265.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2990,Pacific Heights,en,102.0,1990-09-28,0,29381956.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1883,Malcolm X,en,202.0,1992-11-18,34000000,48169908.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,Sister Act,en,100.0,1992-05-28,31000000,231605150.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8873,Wayne's World 2,en,95.0,1993-12-10,0,47965000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1923,Twin Peaks: Fire Walk with Me,en,134.0,1992-06-03,10000000,4160851.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1907,The Beach,en,119.0,2000-02-11,40000000,144056873.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1831,The Next Best Thing,en,108.0,2000-03-03,25000000,24362772.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4816,Ghost Dog: The Way of the Samurai,en,116.0,1999-09-13,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,My Tutor,en,97.0,1983-03-04,0,22587000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2067,Mission to Mars,en,114.0,2000-03-10,90000000,60874615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5693,Hoosiers,en,114.0,1986-11-14,9000000,28607524.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
968,Dog Day Afternoon,en,125.0,1975-08-11,1800000,46665856.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
838,American Graffiti,en,110.0,1973-08-01,777000,140000000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,The Searchers,en,119.0,1956-03-13,3750000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1396,Mirror,ru,106.0,1975-03-07,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
996,Double Indemnity,en,107.0,1944-04-24,927262,2500000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1499,Teenage Mutant Ninja Turtles III,en,96.0,1993-03-17,21000000,42000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,Romeo Must Die,en,115.0,2000-03-20,25000000,91036760.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3082,Modern Times,en,87.0,1936-02-05,1,8500000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,Jacob's Ladder,en,113.0,1990-11-02,25000000,25965144.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
593,Solaris,ru,167.0,1972-03-20,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2006,"Bell, Book and Candle",en,106.0,1958-12-25,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1552,Parenthood,en,124.0,1989-07-31,0,126297830.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1359,American Psycho,en,102.0,2000-04-13,7000000,34266564.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3536,U-571,en,116.0,2000-04-20,62000000,127666415.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2094,Roustabout,en,101.0,1964-11-11,0,3000000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
955,Mission: Impossible II,en,123.0,2000-05-24,125000000,546388105.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,The Endless Summer,en,95.0,1966-06-15,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,Romeo and Juliet,en,138.0,1968-04-02,0,38901218.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
541,The Man with the Golden Arm,en,119.0,1955-12-14,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
169,Predator 2,en,108.0,1990-11-20,35000000,57120318.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8810,Mad Max 2: The Road Warrior,en,95.0,1981-12-24,2000000,24600832.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
592,The Conversation,en,113.0,1974-04-07,1600000,4420000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
195,Trouble in Paradise,en,83.0,1932-10-21,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2133,The Perfect Storm,en,130.0,2000-03-15,120000000,325756637.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Shaft in Africa,en,112.0,1973-06-14,2142000,1458000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
493,Shaft's Big Score!,en,104.0,1972-06-08,1978000,10000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1588,Bring It On,en,98.0,2000-08-25,28000000,90449929.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,The Way of the Gun,en,119.0,2000-09-08,8500000,19125401.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
786,Almost Famous,en,122.0,2000-09-15,60000000,47383689.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16,Dancer in the Dark,en,140.0,2000-05-17,12800000,40031879.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2160,Voyage to the Bottom of the Sea,en,105.0,1961-07-12,1580000,7000000.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2161,Fantastic Voyage,en,100.0,1966-08-24,5115000,12000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
911,The Bank Dick,en,72.0,1940-11-29,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,Get Carter,en,112.0,1971-03-03,1814462,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1597,Meet the Parents,en,108.0,2000-10-06,55000000,330444045.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2134,The Time Machine,en,103.0,1960-08-17,750000,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
4327,Charlie's Angels,en,98.0,2000-11-02,92000000,264105545.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4958,The Legend of Bagger Vance,en,126.0,2000-11-02,80000000,39459427.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
708,The Living Daylights,en,130.0,1987-06-29,40000000,191185897.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,Snatch,en,103.0,2000-09-01,10000000,83557872.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3981,What Women Want,en,127.0,2000-12-15,70000000,374111707.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2046,The Gift,en,111.0,2000-12-22,10000000,12008642.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2018,The Wedding Planner,en,103.0,2001-01-26,35000000,94728529.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,Best Seller,en,95.0,1987-09-25,0,4278150.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
318,The Million Dollar Hotel,en,122.0,2000-02-09,8000000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1921,Sweet November,en,119.0,2001-02-16,40000000,65754228.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2302,Avalon,en,126.0,1990-10-05,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,The Fortune Cookie,en,125.0,1966-10-19,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2428,The Greatest Story Ever Told,en,199.0,1965-02-15,20000000,15473333.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
111,Scarface,en,170.0,1983-12-08,25000000,65884703.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2144,One Night at McCool's,en,93.0,2001-04-19,0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4973,Under the Sand,fr,92.0,2000-09-11,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
849,Krull,en,117.0,1983-07-29,27000000,16519460.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
934,Rififi,fr,122.0,1955-04-13,0,460226.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,Point Break,en,120.0,1991-07-12,24000000,83531958.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2140,Kiss of the Dragon,en,98.0,2001-07-06,25000000,64437847.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5991,The Last Laugh,de,90.0,1924-12-23,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,Final Fantasy: The Spirits Within,en,106.0,2001-07-02,137000000,85131830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Ariel,fi,69.0,1988-10-21,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,Critters,en,82.0,1986-04-11,2000000,13167232.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2617,The Great Outdoors,en,91.0,1988-06-17,24000000,43455230.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,Bagdad Cafe,de,95.0,1987-11-12,0,3587303.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,Short Circuit,en,98.0,1986-05-09,0,40697761.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4105,Black Rain,en,125.0,1989-09-22,30000000,45892212.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1380,Gleaming the Cube,en,109.0,1989-01-13,0,2777280.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Brother,ja,114.0,2000-09-09,12000000,15250000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
552,Bread and Tulips,it,114.0,2000-03-03,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2616,Uncle Buck,en,100.0,1989-08-16,15000000,79258538.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249,The War of the Roses,en,116.0,1989-12-08,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2770,American Pie 2,en,108.0,2001-08-10,30000000,287553595.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1722,Captain Corelli's Mandolin,en,131.0,2001-08-17,57000000,62112895.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2294,Jay and Silent Bob Strike Back,en,104.0,2001-08-22,22000000,33788161.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,The Glass House,en,106.0,2001-09-14,30000000,23619609.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
248,Pocketful of Miracles,en,136.0,1961-12-18,2900000,5000000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,The Vanishing,en,109.0,1993-02-05,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2100,The Last Castle,en,131.0,2001-10-19,72000000,27642707.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3173,Bangkok Dangerous,th,105.0,1999-11-01,0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
141,Donnie Darko,en,113.0,2001-01-18,6000000,1270522.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
585,"Monsters, Inc.",en,92.0,2001-11-01,115000000,562816256.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
671,Harry Potter and the Philosopher's Stone,en,152.0,2001-11-16,125000000,976475550.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
161,Ocean's Eleven,en,116.0,2001-12-07,85000000,450717150.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4886,And Then There Were None,en,97.0,1945-10-31,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
194,Amélie,fr,122.0,2001-04-25,10000000,173921954.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6440,The Shipping News,en,111.0,2001-12-18,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
150,48 Hrs.,en,96.0,1982-12-07,12000000,78868508.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
112,Italian for Beginners,da,112.0,2000-12-07,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
480,Monsoon Wedding,hi,114.0,2001-08-30,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
965,The Magnificent Ambersons,en,88.0,1942-07-10,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3418,Death Watch,fr,130.0,1980-01-23,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4499,"Pepi, Luci, Bom",es,82.0,1980-10-27,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,Y Tu Mamá También,es,106.0,2001-06-08,5000000,33616692.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2371,Teheran '43,ru,192.0,1980-06-06,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
441,Human Nature,en,96.0,2001-05-18,6000000,705308.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,Joe Versus the Volcano,en,102.0,1990-03-09,0,39404261.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
307,"Rome, Open City",it,100.0,1945-09-27,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1282,Dogtown and Z-Boys,en,91.0,2001-01-18,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45186,Big Bad Mama,en,83.0,1974-09-19,0,0.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,Star Wars: Episode II - Attack of the Clones,en,142.0,2002-05-15,120000000,649398328.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1957,Enough,en,114.0,2002-05-24,38000000,51801187.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2501,The Bourne Identity,en,119.0,2002-06-14,60000000,214034224.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4993,5 Card Stud,en,103.0,1968-07-28,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
180,Minority Report,en,145.0,2002-06-20,102000000,358372926.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2022,Mr. Deeds,en,96.0,2002-06-28,50000000,171269535.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
608,Men in Black II,en,88.0,2002-07-03,140000000,441818803.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8665,K-19: The Widowmaker,en,138.0,2002-07-19,100000000,35168966.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
818,Austin Powers in Goldmember,en,94.0,2002-07-26,63000000,296655431.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7451,xXx,en,124.0,2002-08-09,70000000,277448382.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,The Wanderers,en,117.0,1979-07-13,0,23000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
575,The Experiment,de,114.0,2001-03-07,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1958,8 Women,fr,111.0,2002-01-08,8000000,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1682,Mothra vs. Godzilla,ja,89.0,1964-04-29,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40815,On Guard,fr,128.0,1997-12-03,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Man of Iron,pl,147.0,1981-07-27,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
265,Lili Marleen,de,120.0,1981-01-14,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1672,The Professional,en,108.0,1981-10-21,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,8 Mile,en,110.0,2002-11-08,41000000,215000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
542,The Crime of Padre Amaro,es,118.0,2002-10-01,1800000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53000,Soul Assassin,en,96.0,2001-08-23,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1377,Houseboat,en,110.0,1958-11-19,0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2528,Madame Bovary,fr,136.0,1991-04-03,0,1942423.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1429,25th Hour,en,135.0,2002-12-16,15000000,13060843.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,Two Weeks Notice,en,101.0,2002-12-19,60000000,93354918.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
590,The Hours,en,114.0,2002-12-27,25000000,41597830.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,The King of Comedy,en,109.0,1982-12-18,20000000,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Gerry,en,103.0,2002-01-12,3500000,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1591,Nowhere in Africa,de,140.0,2001-12-11,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Bend It Like Beckham,en,112.0,2002-04-11,3500159,76578641.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2671,Ringu,ja,96.0,1998-01-31,1200000,8690429.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6016,The Good Thief,en,108.0,2003-04-03,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2662,House of 1000 Corpses,en,89.0,2003-04-11,7000000,16829545.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
994,Straw Dogs,en,118.0,1971-12-29,2200000,3251794.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1088,Whale Rider,en,101.0,2003-01-30,8000000,41400000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
290,Barton Fink,en,116.0,1991-08-01,9000000,6153939.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,Belle Époque,es,109.0,1992-12-04,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2527,This Man Must Die,fr,113.0,1969-09-04,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
170,28 Days Later,en,113.0,2002-10-31,5000000,82719885.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
216,Ali: Fear Eats the Soul,de,93.0,1974-03-05,130000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
296,Terminator 3: Rise of the Machines,en,109.0,2003-07-02,200000000,435000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,Pirates of the Caribbean: The Curse of the Black Pearl,en,143.0,2003-07-09,140000000,655011224.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8961,Bad Boys II,en,147.0,2003-07-18,130000000,273339556.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3101,I Love You to Death,en,94.0,1990-04-06,0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Bollywood/Hollywood,en,101.0,2002-01-01,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2722,The Other Side of the Bed,es,114.0,2002-04-27,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
153,Lost in Translation,en,102.0,2003-08-31,4000000,119723856.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,Memoirs of an Invisible Man,en,99.0,1992-02-28,40000000,14358033.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
277,Underworld,en,121.0,2003-09-19,22000000,95708457.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,My Life Without Me,en,106.0,2003-03-07,0,9726954.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
837,Videodrome,en,87.0,1983-02-04,5952000,2120439.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1358,A Brief History of Time,en,80.0,1991-10-01,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,Yankee Doodle Dandy,en,126.0,1942-06-06,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2116,Out of Time,en,105.0,2003-10-03,50000000,55495563.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1584,School of Rock,en,108.0,2003-10-03,35000000,131282949.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
322,Mystic River,en,138.0,2003-10-07,25000000,156822020.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
